timestamp,speaker,words
0:00,Bob Render,My breakfast.
0:03,Jackie Harris,"Oh, yeah, sorry, um... Yeah, thanks for being able to meet with me early this morning. Did you have any questions or did you just want to get started with things?"
0:19,Render,"Uh, I'm ready whenever you are."
0:23,Harris,"Okay, awesome. Thank you. Um. I'm just going to say this. Oop... yeah.. uh.. Haden's here also. I'm doing all the talking. He's just taking some extra notes. Hey, Hayden."
0:38,Render,And where are you?
0:40,Harris,We're both in Grinnell right now.
0:44,Render,"Oh, okay. You're having a Grinnell summer."
0:48,Harris,"Okay, so the following interview was conducted with Bob Render on behalf of the Georgia Dentel Summer Map for the Grinnell Concerts and Student Life History Project. It took place on June, July 11th on WebEx. It took place on July 11th on WebEx. THe interview is me, Jackie Harris. The legal releases are signed and filed, so we can begin. So, if you could just start off basic introduction, your name, your class year, and where you live now."
1:29,Render,"Sure. My name is Bob Render. I'm from the class of 1977. I was a history major. I grew up in the Chicago area in Skokie, Illinois, and still reside in Skokie, Illinois."
1:46,Harris,Awesome.
1:48,Render,I didn't get too far from home.
1:49,Harris,"So, well, then, I guess, going back and setting some context, can you tell me a little bit about your early life pre-Grinnell and how you ended up deciding to go to college there?"
2:10,Render,"Sure. As I said, I grew up in Skokie, Illinois, and I grew up in a home that was politically active, was a reading home, and so that colored a lot of my future vision of who I would become as a history major and interested in politics. I ran track and cross country in high school. I had lots of friends. And um... interestingly enough, in my high school, until we had what was called, ""Open Campus"" where you could leave campus during the day to, say, get lunch or wherever you wanted to go, you had to either be in a study hall or you had to be in some activity. And um, I found a niche in that I could go to the college resource room and hang out there and study or just hang out with some friends. So, if we were quiet, we could do it. And so, I hung out there quite a bit. So, I developed this relationship with the woman who ran the College Resource Center. And as I became a junior in high school, the more we talked, I decided that I really would prefer to go to a smaller school and was starting to look at smaller schools. And my parents agreed that if I could get scholarship or a way to defray the extra cost of going to a smaller school, I could go. So, I applied to the University of Illinois, which in those days was a safe state school. It's not anymore. And then started looking at Denison, Grinnell, Carlton, McAllister. And in a conversation with another friend who said she was interested in going to Grinnell, we decided to go out for a weekend. It was a December weekend. And we were stranded in a snowstorm on our visit. We barely got out of Grinnell and then wound up having to stay in Iowa City. And I just, I don't know what it was. I just felt this instant attachment to Grinnell. And after that, you know, after that visit, there was no doubt that's where I wanted to go. And I was going to figure out how I was going to do that. I did mention there was four of us in my family. Three of us were going to be in college at the same time, so this was going to be quite a financial burden on my parents. And so, uh, it was a big deal. And so I wound up with some scholarship, and then I had, I had work. So that comes in later. So for me to keep my status at Grinnell, I had to work. So I washed pots and pans, and then I worked in the food service. And then I worked at the Pub. In fact I ran... Do you know what the Pub is? The Pub was  very... it was the first on-campus bar. Because in 1976 and 77, the drinking age was 18 for beer. So by the time I was a senior, I was running the pub, sombody else. So I always had on-campus jobs. So... I don't know what else you want to know but that's basically how it happend. And in, uh.... from the very beginning. I was involved in student government and was a politics person."
6:01,Harris,Was that so um... like upon first arriving ot campus... uh... was that like... what were your first impresssions? Like how would you describe the general atmosphere during your time at Grinnell?
6:23,Render,"Well, to me, the campus physically was beautiful. Then again, I didn't have a lot of perspective. I didn't go on a lot of campus visits. I only went to Grinnell, and I went to University of Wisconsin and University of Illinois for a visit. So I think I was just struck by how small it was. I mean not small, how beautiful it was. But also, I felt this communit immediadetly. The program that I was on, you know, everyone takes a Tutorial. I assume everyone still does. Um and the Tutorial Program I was on had us on campus two weeks before anybody else. So, by the time everyone else arrived, a lot of people thought I was a sophomore or a junior or a senior. Well, sophomore or junior, because I already knew where everything was, because I'd been there for over two weeks. And so, I had a different, little different introduction to Grinnell than most students, most first year students. So, I had this intimate group of friends from that Tutorial, and then got to meet all kinds of different people, and actually started working in the food service, pretty, you know, right away. So, you know, Grinnell's a series of communities, and, you know, I've been working on a lot of different things. And, you know, I'm a very open and outgoing person. So, it was very easy for me to start making friends with the staff, with the people, you know, working in the kitchen, whoever it was. I guess the other impression I got, which is that it was the accessibility of professors and even their families was sort of amazing to me. So, you know, I babysat my professor's kids. I had dinner at my professor's home. I could talk to my professor anytime. And then compare that to some of my other friends who went to larger schools who, you know, barely knew the professor's name, you know, in some of these classes that were so big. So, I guess that was some of my first impressions.I'll also say that I'm a big bike rider,I suppose. And I still am, and I brought a bicycle to campus. ANd um... I just remember being this vision of riding around town and just coming to the end of town. At the end of town there was a cornfield. And that we really were in the cornfield. Like you physically really were. I guess the other thing about Grinnell was that the train came through campus two or three times a day and how cool I thought that was. So."
9:28,Harris,"Yeah, Yeah. No."
9:30,Render,That helps.
9:32,Harris,"The corn surrounds us everywhere. Um, so, um, I know you mentioned, um, like some, like jobs and responsibilities, uh, you had and, um. You had on campus, um, can you, uh, just talk about, like, uh, some particularly memorable ones, like your favorite, um, responsibilities or, uh, like activities on campus from your time there."
10:01,Render,"Well, I think there's sort of like two, two parts to your question. So as relates to just the jobs I did, you know, um, there's nothing more miserable than washing pots and pans in the, in the food service. I mean, it's the worst, especially with breakfast is the worst, worst job. Besides having to get up at, you know, in a godly hour, you know, washing the pot that has oatmeal in it is just, you just don't want to do that. Okay, avoid that at all costs. Um, on the other hand, um, so as a, as a First Year, um, I was assigned to the dish crew. The guy who ran her dish crew is still one of my closest friends still lives in Chicago, and he's two years ahead of me. And the first day, I went to work in the, um, work on the dish crew, uh, it's this dish machine. Someone loads the front of the machine, and someone has to take the plates out of the back of the machine. So, um, and that's called, ""The Hot End."" And I... I was sort of by the front of the machine and he walked in and just said, ""You, freshman, go to The Hot End. And I don't think he talked to me the first couple of times that we, that we were working together. Now we're, you know, really close friends. Um, but there was, and so there were three people on the dish crew and on Saturday nights, um, there were the, the, again, I'm not sure how the meal plans all work now, but there were, there were students who had meal plans who lived off campus who only ate on campus on Saturday night. So Saturday night was always a very, very, very busy time. And so, uh, one of the, one of the people in my, in the dish crew was a math major, and he did this calculation. Um, he, he graphed the, when people came, when the rush was, um, and graphed all that and calculated the amount of time we could sit on our butts and do nothing. And I'm not run out of plates and not run out of silverware so that the meal could progress. And I guess I remember sitting out, you know, in the dining hall, talking, drinking coffee and, or whatever, eating ice cream. And, uh, the, the staff coming ""We're running out of plates! You're running out of plates!"" He's like, ""Not yet."" And, uh, that would go in and of course, I was fine. So that's to me, very memorable that again, sort of this indication of this, uh, the Grinnell student solving a problem, you know, uh, or, or using his, uh, his skill. Um, uh, and then the other, I guess, memorable thing, you know, was obviously was running The Pub. So, um, now you can imagine, um, uh, there's, you know, kids coming from states where, uh, the drinking age is 21, but you know, now it's in Iowa, it's 18. So there was a big responsability to make sure that people were not overserved and all that part of it. But the other part of it too, that was kind of cool is that, you know, it got crowded. So pretty much everyone knew who I was because if they wanted to get what the, you know, a beer or whatever they wanted, they had to call my name. So even the people who I didn't even know knew who I was. So it was kind of a interesting, uh, thing. And then the pub on Sundays didn't open until late, you know, after dinner, but we would go in there and watch, uh, football games. Me and my friends would just open The Pub and drink beer and watch football games. So, um, as far as activities, yeah, I was always struck by Grinnell's, uh, activity, uh, schedule. And in fact, I think it's something that most students ask about is we're in the middle of nowhere. What do we do? Um, but every weekend there was always music, great movies, uh, concerts. And of course I found out later why we had such an amazing activity program. Um, and that was, uh, uh, and Georgia had a lot to do with that. So, um, yeah, I mean, we didn't just sit around. We, there was a lot to do, and we did it. So."
14:23,Harris,"Yeah, and well, I guess, um. Yeah, I guess, uh, continuing with sort of that Georgia concerts thread. Um, do you, can you just, uh, but how did you end up becoming involved with the social coordinator role?"
14:42,Render,"Um, so, um, the SGA, uh, had created this position, uh, relatively, I think it was relatively new position. Uh, and, um, you know, I was trying to figure out. I was trying to figure out.. Did I want to be., you know, in the SGA on sort of the policy side. You know, the government side. What else did I want to do? And um, and, um, the person who was going to be becoming the president of SGA, uh, Ruth Montgomery, uh, came to me and said, I think I have a perfect, perfect thing for you. Um, and so, um, it was her suggestion. Um, and, um, I think in some ways it's one of those things where, um, if you have someone who. Has well, first of all, I always had a lot of energy and a lot of opinions. Um, I think in some ways it was a way for her to keep me a little bit more under control. In a funny sort of way. Uh, keep tabs on me. Um, and then, um, the Social Coordinator then had two committees basically. Uh, and three jobs, three or four jobs, but there was a, there was a Films, uh, Group. There was a Concerts, uh, uh, and, and Cances gGoup though. The bands for dances were mostly booked by Georgia. Um, there was the, um, the Fine Arts. I'm calling this the wrong thing, but it was like a Fine arts Committee also. Um, and then there was Skip Day. Those are really the big things. So the Fine Arts Group was people in the community and professors. And it was more, um, I know, once or twice, it was, you know, trio. It was, you know, trios or orchestras or sort of higher level artistic stuff, plays. So I sat on that with Georgia. And Georgia booked all of those activities. And people don't reallly realize, her knowledge of even classical music, and how to book those uh.... that talent as well. And then Skip Day. Do you guys still have Skip Day? So Skip Day, you know, it was once a semester. It was up to the SGA president and the Social Coordinator to decide when Skip Day was. It was typically in the last two weeks before finals. And the idea was to sort of to releave academic pressure and have fun. And so of course, it was very powerful to know when it was. Because people were studying for exams. And when it was announced, there were no class, there were not tests. Everything had to be rescheduled and was totally controlled by the SGA. So, that was a whole lot of fun. Doing the logistics, sharing out what we were going to do and when we were going to do it. Eventually it became only second semester I think. I gues you don't even do it anymore. So I learned how to delegate and gets lots of people to do lots of things. And uh, put a team together that you could trust because everybody wants to know when it was. So.. uh.. anyway, I joked that I would. You know that when they pick a pope, different colors of smoke comes up. You know when they haven't decided it's black smoke and when they have it's white smoke. So I just said, ""Just watch for the color of the smoke, and you'll know when it is."" Anyway."
18:39,Harris,"Um, yeah, yeah, yeah. Um, I guess then, um. As the so, uh. What was. Uh, yeah, what was your first impression of Georgia? Uh, did you, uh, yeah. When, when did you two first meet and what was that like?"
