timestamp,speaker,words
0:00,Miles Brown,"Looks like we're good to go. Okay. I'm here with Dan Meltzer, and we're doing an oral history interview on behalf of the Georgia Dentel and Grinnell Concerts 20th Century Music Concert. So first, Thank you so much for being here, Mr. Meltzer. I'll just have a couple of questions. I guess the first one is kind of what inspired you to come to Grinnell? Do you have like some early memories of Grinnell and coming there?"
0:24,Dan Meltzer,"Oh, gosh. Yeah, a couple of people from my high school one guy from my high school went there. I wanted to go to a small liberal arts college. I applied to Grinnell, and I think Oberlin and I was waitlisted at Oberlin. So I said, ""well, I'll just go to Grinnell."" I went to Grinnell in the spring of 73 to visit and I really liked it.I just felt at home right away. Felt very comfortable, and they gave me the most money. So I decided to go there."
0:57,Brown,"Yeah, I totally get that as the inspiration. Kind of following more background, can you just tell us a little bit about yourself, where you're from originally, what kind of where your interests are heading into Grinnell as well?"
1:08,Meltzer,"Sure, sure. I was raised in Kenosha, Wisconsin. Born in Maine. My family's all from Maine and New York, but we we we ended up in in Wisconsin in the like 1960, I think, 59, 60. And so I'm a proud you know, uh Badger, I suppose. Uh happy to happy to claim Wisconsin is where I'm from. Although I haven't lived there since, you know, the seventies. And, you know, I I I ended up going to Grinnell not with any, you know, back then many of us went to college without a plan. We just went to college because that's what you did."
1:54,Brown,"As a history major, I can get not having a play, especially immediately after college at least. So so I can relate there. So you you go to rural Iowa. Were you immediately interested in the Grinnell music scene? Or was that kind of something that you slowly took to?"
2:08,Meltzer,"Well, I was a mu I was always interested in music. I mean, I loved, you know, I was a guy in high school who liked, you know, kind of found bands and found musicians that my friends then said, ""Well, the Dan says 'they're good, then it must be.'"" So I say that with my ego up front, but it's it's kind of true. I was so I was always interested in that. And I was interested let's see. I think I became a DJ at that time, it was called, ""KDIC."" I don't know if it still is. College radio station. We used to spin those, what were they called? Albums. We spun albums. And so that was that was that was fun. I had a show. I don't remember what time or day it was or what day of the week, but it was I had like a four-hour, four, three or four hour radio program. That I did. Was I a freshman, sophomore? I can't remember. But that put me in touch with the music, whatever music scene there was at Grinnell. And then, oops, sorry. And then we went from there. Actually, I then got involved with the concerts. I think, as I recall, it was Because our friend Will Collins, or my friend Will Collins, became the president of the Student Government Association and asked if I would take on that responsibility with Carlson."
3:31,Brown,We just got KDIC up and running again since the Pandemic. So it's funny that you mentioned that.
3:36,Meltzer,"Oh, good."
3:36,Brrown,Yeah.
3:42,Meltzer,"It was uh, it was uh ten watts of ten watts of screaming power across across campus."
3:46,Brown,"Yeah. It's it's I don't I don't know if it's as big as it was in the seventies, but it's it's slowly coming back. I think people really like the kind of communal feel of the radio show, so that's great. Kind of on the music department, do you have any just I guess kind of going to Grinnell, any mem obviously Bruce Springsteen, but before that, do you have some of the early concert memories of like some of the first concerts you've seen or great performances?"
4:08,Meltzer,"Yeah, I remember uh a few. I think I remember uh the jazz guitarist Larry Coryel played at uh played in um in Darby. Uh Little Feet played there and that that was great. And let's see. I think Little Feet played there. I'm pretty sure I remember that. I think it was at Grinnell. What else? New Rhythm and Blue. Not much else. I don't remember. Oh, Stanley Cowell, maybe a few jazz, a few jazz concerts, but that's about it."
4:49,Brown,That's fair. And then you become Concerts Chair. And are you initially Co-Concert Chair with Carlson Smith? Or is that single? Okay.
4:58,Meltzer,"No, no, we took on responsibility together. And he was a year ahead of me. I was a sophomore. It was the end of my sophomore year. And Carlson was a junior. So I think we took it on for the academic year 75, 76, but we started doing things at the end of the semester in 1975."
5:23,Brown,Now I've talked with a number of concert shares from the sixties to nineties for this project. And so some have talked about coming into Concert Chair role with kind of a set mission of changing the program. Others were trying to maintain what they saw. Or were you pretty satisfied with how concerts were going?
5:44,Melttzer,"I- I- One thing. I and I don't remember being interested in shaking anything up or changing the way it was done. I was I was pretty much solely interested in bringing the best music we could bring. For the for the best uh for the best um dollars we could we Music. I wasn't, you know, saying I want to take over concerts. I want to I want to, you know, get rid of anybody or, you know. Fire Georgia or make Georgia a lifetime appointment. I wasn't interested in that. I was interested in just in the music and bringing what I thought was going to be the best concerts and and musicians that we could afford."
6:30,Brown,"Now, you know, each Concert Chair their relationship with Georgia and how they worked with her. Obviously, varied. Were you constantly interacting with her in-person, on the phone? Were you interacting with her a great amount? Like, how much was she a part of your booking of concerts?"
6:46,Meltzer,"Well, certainly she was key to making making the you know doing the adult stuff that we needed done. You know, contacting contacting uh agents and working working on contracts. Those those are not things that as a as a college junior or and uh I was I was, you know, empowered to do or even wanted to do. Carlson may have had more to do with that. don't, I wish. By the way, were you able to find him, or you haven't been able to find him?"
7:15,Brown,"Yeah, we we plan to reach out to a number of people, but he's on the list for Concert Chairs. We have his contact information."
7:20,Meltzer,"Oh, great. Oh, you do? Great. Great. So, so, yeah, I was he may have he may have worked with her. You know, sometimes he expressed. Some frustration with working with Georgia. She was quirky. I mean, Georgia was she I don't know yeah, I don't know how much you know about her, but I'm I'm sure you've heard about her quirks. And she was, you know, she was definitely a quirky, unique person. But in the long run, she was very interested in pursuing pretty aggressively the things that we wanted to do."
7:53,Brown,"Now, at this time period, did you interact with Georgia at all in-person? Or was it, I know by at least the 80s, it's completely by telephone, people interact with her. Do you remember seeing her on campus?"
8:04,Meltzer,"I wish I could remember that, Miles. I don't honestly, I don't think I remember talking to her in-person that much. I remember seeing she was around a little bit. But do I remember do I remember sitting down and seeing her? I just I don't remember. I might have, you know, we might have, but to be honest with you, it's been an awfully long time and I can't remember how our how how our interactions went, whether it was by phone or by or in-person. I can tell you this, it wasn't by email."
8:33,Brown,"I can imagine why. I guess kind of pivoting. To a different subject, booking concerts and your kind of memories with that. I mean, I mean, the number one, kind of our most famous concert ever, Bruce Springsteen. Can you kind of talk me through that process, getting him, him being here? Uh, I have a couple questions on this, as you can imagine."
8:52,Meltzer,"So, yeah, sure, sure. Uh, I well, I will tell you that my that was my uh my goal from the beginning. And I started listening to him. I have to give my brother Richard credit. He's my older brother, and he.... he bought Bruce Springstein's first album based on probably a Rolling Stone magazine review. And then we, you know, I bought that and and the second album before getting to Grinnell. And so I was a big fan. I was pumping it up before that, having people listening. Even people from New Jersey, I was like, you don't know who this guy is. He's great, you know. You have to listen to them. And, you know, so that was that was always my goal for the big Fall concert. And told Georgia that early on, that's who we wanted to pursue. Now, I don't remember how it went exactly. Did Georgia know someone? I think Georgia knew somebody, or she was, but she got on it right away. Called. I've I've read places where Georgia it was Georgia's idea. I don't think it was Georgia's idea, but you know, I may be misremembering history, but that's you know, I can tell you that Carlson and I areed that that would be a that would be a good show. He wasn't as much of a fan. So and then so so we sort of um bowed to one another's wishes. We worked together very well. We were friends besides being co-Chairs. And so that was that was before I left Grinnell for the s- for the for the summer, I think we were hell, I think Georgia had already like either she had either nailed it down or she was nailing it down. In in seven in the s- what summer of seventy five? Spring of seventy five."
10:44,Brown,"Okay, so you have this idea for Springsteen. She's able to able to get Springsteen. The process of getting a concert venue ready and kind of putting that together wasn't in the normal Forum, right? Or Gardener. It happened, I believe, at Darby Gym. Is that correct? "
11:03,Meltzer,"Yeah, it was definitely Darby Gym. And it was, I mean, yeah, it did kind of get big. I mean, for as big as somebody you get. And we were a little surprised. You know, they were. Before the band even got there with the stuff, it's calling the papers, some newspapers were calling from Chicago. You know, we got whether the Tribune or the Sun-Times to send someone to review the, you know, did they could they attend? And because again, at that time, all you needed to go to the concert was you would go to the Forum And get a ticket, just you know, a paper ticket that one per student that checked your name off. It was very, you know, it's a long time ago. So, you, and that was it. I mean, I don't know if anybody actually has their paper ticket. But we just that's what it was. It was it was it was a you know like a pink ticket from from an eight by eight and a half by eleven, you know, you just make a ticket book. And then we had to have security. So I hired security, and I'm sure you can imagine how sophisticated that was. I had friends from Kenosha come down. Who were going to Madison at the time, and they hitchhiked from Madison. So, my so my brother, who was living in Wisconsin at the time, and a bunch of my high school friends who were at Madison. Hitchhiked to Grinnell and they were we we put them on security so they could see the show and they could uh you know we could cover security. Pretty informal."
12:41,Brown,"Yeah, pretty informal, especially considering he's on the cover of Time magazine a week later. I mean, to go from that."
