timestamp,speaker,words
0:00,Miles Brown,"Great. All right. So today it is 10:02 AM on July 17, 2025. This is an interview with Dan Klatz for the Georgia Dentel and Grinnell Concerts Oral History Project. So thank you so much for being here. I just kind of first off to get kind of a general understanding. Can you kind of tell me what brought you to Grinnell and like a little bit of background about yourself?"
0:21,Dan Klatz,"Well, what brought me to Grinnell? Well, they took me and that's basically, and I actually, I originally went to Macalester College and that was an unsuccessful experience. This is before people knew things like taking a gap year ,and I was somebody who shouldn't, shouldn't, probably shouldn't have gone to school, but I did, and that didn't work out. And then I spent the next, I guess, three years out of school, and I was actually working at a record store in Chicago, and somebody who I worked with there had just graduated from Grinnell. And he was like, ""You should go to Grinnell."" And I met the, they had, maybe they still do, had an admissions person in the Chicago area. And I went to her house and we hit it off. And, and like I said, they, they took me. I actually never went and visited the school. So I didn't really, I mean, I, I felt like I had a had a pretty good idea of what it was like, but yeah, yeah. So they gave me, I felt like they gave me a second chance, and I was grateful for that. Um. And, and, uh, yeah, yeah, it was a good fit."
1:59,Brown,"I can especially to relate to going into Grinnell culture and not knowing a ton about it. And then kind of, I mean, personally, I fell in love with it by the end. But you mentioned, um, that you kind of were interested in music early on and were involved in the music scene kind of before Grinnell.Did you go into Grinnell the idea of getting involved with like KDIC or like as a Concert Chair, were those like general goals of yours?"
2:20,Klatz,"No, I didn't even know about that that much. I mean, I, you know, there was some, um, there was some lore about concerts at Grinnell by then. Um, you know, the Springsteen thing had already happened. So that was kind of a big deal. Um, but I, I didn't really think about that that much. I, I did know that I, I would probably have a radio show. Um, cause I was, I was, I was pretty interested in, in, in, in music and actually I'm, I'm the child of a musician. My father was a classical musician in the Chicago Symphony. So, um, as, as, as, as just as a part of my life, culturally speaking, it sort of was entwined in my my ,my, uh, I guess personal identity music was just a big part of my life and popular music was sort of. You know, my way of stepping away from the family. What family's culture was, um. Uh, and, um, but, but I was, but I was pretty enthusiastic about. Um. Uh. Not just, uh, uh, what was, um contemporary at the time in, in, in. Uh, rock and pop music, but I had a pretty strong interest in jazz and blues. Um. And, and I sort of learned three years working in a record store, you, you, you learn a lot. You get exposed to a lot. Uh, you interact, uh, back when that was the only way people could acquire music was actually to go into a store. And so you meet people with lots of different kinds of interest. Um.  Uh, very eclectic interest. Um. And so that was, that was good exposure and I was interested in that. I was, I was not thinking like that's something I was going to do as a career. It was definitely a vocation, just something I was interested in, but I didn't really know that much about. You know, how that would play out at Grinnell. Or I didn't think about it at least."
4:41,Brown,"That's, that's really interesting. I think one really interesting thing as we do this Concerts Oral Project is kind of seeing the diverse music range. I mean, like, cause it's not like we have Springsteen, but also like Herbie Hancock, Louis Armstrong was there like 2 decades before. Did you feel like other Grinnellians shared that kind of diverse music taste? Was there a pretty popular jazz scene or just blues in general? Uh, at Grinnell when you arrived?"
5:06,Klatz,"Uh, I, I, I wouldn't say, uh, there were, there were some people interested. There were people, you know, people were, um, people would go to everything on campus. And I think it had always been the case that blue because of proximity to Chicago blues artists came to Grinnell, you know, they'd be on tour and they would, they would come. So, and, and that's, it's party music. People would go and, and dance and so people in general, people like that, but whether there were, how many people were actually interested in blues and jazz. That was a pretty finite number of people. Not, not big. Much more typically people were interetsted in popular music at the time. "
5:57,Brown,"Would you say that, like, you know, with that unique music taste that you're coming to the scene, um, you have a radio station, right? And you later become Concerts Chair. Are you trying to make an active effort to get more jazz and blues artists played on the radio and also coming to Grinnell or kind of what was your main focus when you were doing these roles?"
6:21,Klatz,"Well, when I, when I had a radio show, I had a radio show. They gave me the Friday night radio show, which was at the time that was, that was a good slot. That was like when people were done with the week and hanging out. So it was, uh, you know, and this is, this is before. This is before there was like such a thing as an oldies radio station. And there weren't, there weren't things like that. So I, I owned a pretty big record collection, so I could play a lot of oldies and that's music that people like. People were really into Motown, old R&B, you know, um, uh, 60s rock and pop. Um, uh, there was a, certainly a punk scene at Grinnell at the time. So that's what I was doing for the radio show. But by the time it wasn't, I didn't become Concert Chair until my second and third years. I was at Grinnell for three years because I did bring some credits with me. Um, so when I, um, applied to be the Concert Chair, it was at that point that I had more intentionality around trying to bring, um, I, I wanted to expand what was, was offered and what people were exposed to. Um, and it was a little bit selfish, you know, I had my, I want, I wanted to see. I wanted to see some of these people have them come. Um, that would not have been the popular mandate. The more popular thing was bring, bring bands on Saturday night that people want to dance to. Um, and maybe, you know, once in a while, bring a folk musician or bring, you know, something else. But, um, I, I don't, you know, I actually don't recall during that first year that I was there that the musical offerings were especially. Um, diverse for lack of a better term. They were sort of within the same range of things. So yes, at that point, when I decided that I wanted to be, I was interested in being Concerts Chair. I had some intentionality around trying to diversify the kind of music that came."
8:45,Brown,"Really interesting. Especially because one big thing we're focusing on the project is how the Concerts Chair role kind of adapts and changes throughout the years. Did you think in that role? Did you have enough power? Was it kind of your interest mainly guiding the Concerts that were being brought in? Or was there..., were you working with the SGA to choose that or more with Georgia? Like how much power and decision making did you have over who was getting booked at Grinnell the time?"
9:09,Klatz,"That first year I had a ton of power and it turned out, you know, Georgia was kind of charged up about bringing some different kinds of things in. She was, she was, she was, you know, a very interesting person. And she had, you know, all kinds of connections in, in the industry. And so if I'd say, you know, let's look into bringing one, one of the people who I remember from that first year is this avant-garde jazz guitarist named, ""James Blood Ulmer."" And James Blood Ulmer had played with Ornette Coleman, who's like the founder of free jazz. And, and she was, she was all into it. She, she, she was excited about it. Not so much the student body. I mean, people came, but it was not, that's not the most accessible music. You know, I, I was fine with that. I was like, ""Hey, that's, you're gonna, you're gonna be exposed to something."" I felt like that was the role expose people to something different and, you know, don't be rigid. You've got to, you know, somewhat hit the ground. You know, somewhat cater to people's taste. So that first year, that was definitely the case. They actually wanted me to moderate that in the second year. And there was, they picked somebody, I can't even remember his name to be a co-chair with me. And he was much more all about popular music. And, and I understood they wanted, they wanted it to be moderated a little bit. There were students who, you know, couldn't get enthusiastic about some of, some of the alternative stuff. Like one, one, I mean, I can think of, it's just the way it was at the time. But one of the concerts we booked in Georgia, pulled this off, was, was John Lee Hooker, the, the, the blues guitar player. And John Lee Hooker is legendary. He's totally legendary. The thing is, he wasn't, he wasn't on tour and he didn't have a band, but she convinced them to have him fly out. He lived in San Francisco. So we flew him out. He played solo, which he hadn't done probably since the forties. He played a solo show in the Forum. And it was, it was awesome. Maybe 75 people came. You know, it, it, I, I can say now, you know, with some, I mean, life knowledge, that was pretty special. Not, not a lot of people who are alive today can say they saw John Lee Hooker play solo by himself. So that, that, there was that tension of trying to do things that, you know, I thought, and certainly Georgia thought were exciting and worthwhile. And it, it might not have had that much popular appeal."
